-66.8556,10.4925,071
-66.8549,10.4928,073
-66.8541,10.4931,067
-66.8532,10.4936,064
-66.8522,10.4941,338
-66.8523,10.4948,353
-66.8524,10.4953,354
-66.8524,10.4959,350
-66.8525,10.4964,266
-66.8533,10.4964,270
-66.8542,10.4964,176
-66.8542,10.4959,258
-66.8554,10.4955,257
-66.8569,10.4952,257
-66.8579,10.4950,177
-66.8579,10.4944,180
-66.8579,10.4938,087
-66.8568,10.4939,086
-66.8559,10.4939,173
-66.8558,10.4932,174

